Station,Latitude,Longitude,Depth,Temperature,Salinity,Nitrate,Iron,Pressure,Ratio,Density
Station 11,30.8191,299.22021,350.7,17.827,36.528999,4.4,0.451707,353.4,41.9843290179083,26.476914414433168
Station 11,30.8191,299.22021,416.6,17.353,36.438999,5.75,,419.9,,26.52534363071277
Station 11,30.8191,299.22021,420.5,17.362,36.439999,5.75,0.355122,423.8,45.77300148493569,26.523913975771393
Station 11,30.8191,299.22021,420.5,17.362,36.439999,5.75,,423.8,,26.523913975771393
Station 10,31.7501,295.83051,0.8,23.957,36.548,,,0.8,,24.811134303857898
Station 10,31.7501,295.83051,2.0,,,,,2.0,,
Station 10,31.7501,295.83051,20.6,24.025,36.592999,0.01,,20.7,,24.82435163844275
Station 10,31.7501,295.83051,40.4,,,,,40.7,,
Station 10,31.7501,295.83051,40.4,,,,,40.7,,
Station 10,31.7501,295.83051,40.4,,,,,40.7,,
Station 10,31.7501,295.83051,40.4,,,,,40.7,,
Station 10,31.7501,295.83051,40.4,,,,,40.7,,
Station 10,31.7501,295.83051,40.4,,,,,40.7,,
Station 10,31.7501,295.83051,40.4,24.13,36.587002,0.0,,40.7,,24.788384270875213
Station 10,31.7501,295.83051,40.4,,,,,40.7,,
Station 10,31.7501,295.83051,40.4,24.13,36.587002,0.0,0.466829,40.7,0.019279007945093383,24.788384270875213
Station 10,31.7501,295.83051,40.4,,,,,40.7,,
Station 10,31.7501,295.83051,40.5,24.022,36.603001,0.0,,40.8,,24.832707691218047
Station 10,31.7501,295.83051,40.5,23.989,36.557999,0.01,,40.8,,24.80900377394687
Station 10,31.7501,295.83051,40.5,24.085,36.637001,0.0,,40.8,,24.839191391788972
Station 10,31.7501,295.83051,41.0,,,,,41.3,,
Station 10,31.7501,295.83051,41.8,24.134,36.546001,0.01,,42.1,,24.756598511131642
Station 10,31.7501,295.83051,45.6,24.027,36.602001,,,45.9,,24.830465077299095
Station 10,31.7501,295.83051,45.6,24.027,36.602001,,,45.9,,24.830465077299095
Station 10,31.7501,295.83051,61.3,24.064,36.636002,,,61.7,,24.84475812064852
Station 10,31.7501,295.83051,61.3,24.064,36.636002,,,61.7,,24.84475812064852
Station 10,31.7501,295.83051,66.1,24.149,36.630001,0.0,,66.6,,24.814769680708878
Station 10,31.7501,295.83051,66.1,24.149,36.630001,0.0,0.477073,66.6,3.0184059881821024,24.814769680708878
Station 10,31.7501,295.83051,74.0,23.595,36.646999,0.0,,74.5,,24.992762939135673
Station 10,31.7501,295.83051,74.3,24.056,36.646999,0.0,,74.8,,24.855374541587253
Station 10,31.7501,295.83051,75.1,24.035,36.66,0.0,,75.6,,24.87137082423601
Station 10,31.7501,295.83051,75.7,24.189,36.603001,0.0,,76.2,,24.78261366044876
Station 10,31.7501,295.83051,76.0,,,,,76.5,,
Station 10,31.7501,295.83051,76.5,24.015,36.653999,,,77.0,,24.872885172323777
Station 10,31.7501,295.83051,76.5,24.015,36.653999,,,77.0,,24.872885172323777
Station 10,31.7501,295.83051,83.2,21.923,36.672001,,,83.8,,25.49571055879528
Station 10,31.7501,295.83051,83.2,21.923,36.672001,,,83.8,,25.49571055879528
Station 10,31.7501,295.83051,84.0,24.086,36.667999,0.0,,84.6,,24.86204273168778
Station 10,31.7501,295.83051,84.0,24.086,36.667999,0.0,0.485366,84.6,32.626336178706964,24.86204273168778
Station 10,31.7501,295.83051,84.1,21.627,36.667999,,,84.7,,25.57610192010634
Station 10,31.7501,295.83051,84.1,21.627,36.667999,,,84.7,,25.57610192010634
Station 10,31.7501,295.83051,84.7,21.529,36.669998,,,85.3,,25.605057208581684
Station 10,31.7501,295.83051,84.7,21.529,36.669998,,,85.3,,25.605057208581684
Station 10,31.7501,295.83051,84.9,21.579,36.668999,,,85.5,,25.590309324248665
Station 10,31.7501,295.83051,84.9,21.579,36.668999,,,85.5,,25.590309324248665
Station 10,31.7501,295.83051,85.0,21.595,36.667,,,85.6,,25.584324493409667
Station 10,31.7501,295.83051,85.0,21.595,36.667,,,85.6,,25.584324493409667
Station 10,31.7501,295.83051,85.0,21.64,36.666,,,85.6,,25.570952844425392
Station 10,31.7501,295.83051,85.0,21.64,36.666,,,85.6,,25.570952844425392
Station 10,31.7501,295.83051,85.3,21.582,36.667999,,,85.9,,25.588717660634757
Station 10,31.7501,295.83051,85.3,21.582,36.667999,,,85.9,,25.588717660634757
Station 10,31.7501,295.83051,86.7,21.475,36.671001,,,87.3,,25.620904740188962
Station 10,31.7501,295.83051,86.7,21.475,36.671001,,,87.3,,25.620904740188962
Station 10,31.7501,295.83051,88.9,22.569,36.689999,0.0,,89.5,,25.32472954720606
Station 10,31.7501,295.83051,89.1,22.116,36.664001,0.07,,89.7,,25.43495067973322
Station 10,31.7501,295.83051,90.1,21.332,36.694,0.0,,90.8,,25.678047710513738
Station 10,31.7501,295.83051,90.4,20.738,36.681,0.0,,91.1,,25.83206294517572
Station 10,31.7501,295.83051,91.0,,,,,91.7,,
Station 10,31.7501,295.83051,97.1,,,,,97.7,,
Station 10,31.7501,295.83051,97.1,,,,,97.7,,
Station 10,31.7501,295.83051,97.1,,,,,97.7,,
Station 10,31.7501,295.83051,97.1,,,,,97.7,,
Station 10,31.7501,295.83051,97.1,,,,,97.7,,
Station 10,31.7501,295.83051,97.1,,,,,97.7,,
Station 10,31.7501,295.83051,97.1,,,,,97.7,,
Station 10,31.7501,295.83051,97.1,,,,,97.7,,
Station 10,31.7501,295.83051,97.1,,,,,97.7,,
Station 10,31.7501,295.83051,97.1,,,,,97.7,,
Station 10,31.7501,295.83051,97.1,,,,,97.7,,
Station 10,31.7501,295.83051,97.1,,,,,97.7,,
Station 10,31.7501,295.83051,97.1,,,,,97.7,,
Station 10,31.7501,295.83051,97.1,,,,,97.7,,
Station 10,31.7501,295.83051,97.1,,,,,97.7,,
Station 10,31.7501,295.83051,97.1,,,,,97.7,,
Station 10,31.7501,295.83051,97.1,,,,,97.7,,
Station 10,31.7501,295.83051,97.1,,,,,97.7,,
Station 10,31.7501,295.83051,97.1,,,,,97.7,,
Station 10,31.7501,295.83051,97.1,,,,,97.7,,
Station 10,31.7501,295.83051,97.1,,,,,97.7,,
Station 10,31.7501,295.83051,97.1,,,,,97.7,,
Station 10,31.7501,295.83051,97.1,,,,,97.7,,
Station 10,31.7501,295.83051,97.1,,,,,97.7,,
Station 10,31.7501,295.83051,97.1,,,,,97.7,,
Station 10,31.7501,295.83051,97.1,21.055,36.716,1.73,,97.8,,25.771339272107753
Station 10,31.7501,295.83051,97.1,21.055,36.716,1.72,0.261463,97.8,56.457045820741634,25.771339272107753
Station 10,31.7501,295.83051,109.7,20.552,36.722,2.09,,110.5,,25.913633454063984
Station 10,31.7501,295.83051,110.3,20.399,36.689999,0.06,,111.1,,25.93101544042929
Station 10,31.7501,295.83051,110.4,19.86,36.688999,0.12,,111.2,,26.074859730926164
Station 10,31.7501,295.83051,110.5,19.821,36.687,,,111.3,,26.08371958051748
Station 10,31.7501,295.83051,110.5,19.821,36.687,,,111.3,,26.08371958051748
Station 10,31.7501,295.83051,111.0,,,,,111.8,,
Station 10,31.7501,295.83051,113.6,19.74,36.660999,0.16,,114.4,,26.08558529169909
Station 10,31.7501,295.83051,135.4,19.376,36.629002,0.79,0.136585,136.4,111.51262792923296,26.157302243810136
Station 10,31.7501,295.83051,135.4,19.376,36.629002,0.78,,136.4,,26.157302243810136
Station 10,31.7501,295.83051,148.6,18.958,36.633999,2.11,,149.7,,26.269797163884732
Station 10,31.7501,295.83051,182.4,18.481,36.591,2.14,,183.8,,26.35948011096798
Station 10,31.7501,295.83051,184.6,18.393,36.588001,3.16,,186.0,,26.379539865523384
Station 10,31.7501,295.83051,185.0,,,,,186.4,,
Station 10,31.7501,295.83051,185.4,18.426,36.598999,3.17,,186.8,,26.379507416199658
Station 10,31.7501,295.83051,186.1,18.459,36.589001,2.33,0.16,187.5,101.86749949999998,26.363556534749478
Station 10,31.7501,295.83051,186.1,18.459,36.589001,2.35,,187.5,,26.363556534749478
Station 10,31.7501,295.83051,232.0,18.117,36.570999,3.64,,233.8,,26.436276422093442
Station 10,31.7501,295.83051,233.3,18.246,36.591,3.45,,235.1,,26.41899335098492
Station 10,31.7501,295.83051,235.0,,,,,236.8,,
Station 10,31.7501,295.83051,236.3,18.26,36.589001,3.47,,238.1,,26.413948981936073
Station 10,31.7501,295.83051,236.3,18.26,36.589001,3.47,0.26,238.1,63.9932124434389,26.413948981936073
Station 10,31.7501,295.83051,281.4,18.072,36.576,3.61,,283.6,,26.45138386878807
Station 10,31.7501,295.83051,285.2,17.961,36.558998,3.89,,287.4,,26.466248768099376
Station 10,31.7501,295.83051,286.6,18.056,36.563,3.92,,288.8,,26.445534724068693
Station 10,31.7501,295.83051,286.6,18.056,36.563,3.92,0.278049,288.8,59.18127380425753,26.445534724068693
Station 10,31.7501,295.83051,287.7,17.971,36.568001,3.71,,289.9,,26.47058456869172
Station 10,31.7501,295.83051,337.7,17.812,36.542999,3.92,,340.3,,26.491229620935428
Station 10,31.7501,295.83051,345.7,17.954,36.557999,3.8,0.263415,348.4,67.9156461422904,26.467273838143228
Station 10,31.7501,295.83051,345.7,17.954,36.557999,3.81,,348.4,,26.467273838143228
Station 10,31.7501,295.83051,414.2,17.509,36.480999,4.88,,417.5,,26.519041907030214
Station 10,31.7501,295.83051,417.0,,,,,420.3,,
Station 10,31.7501,295.83051,420.9,17.634,36.501999,4.51,,424.3,,26.5042463646987
Station 10,31.7501,295.83051,420.9,17.634,36.501999,4.52,0.292683,424.3,55.537902212746665,26.5042463646987
Station 10,31.7501,295.83051,421.4,17.508,36.491001,4.41,,424.8,,26.52689842292375
Station 10,31.7501,295.83051,497.1,16.737,36.321999,7.36,,501.2,,26.585029101868486
Station 10,31.7501,295.83051,498.6,16.661,36.317001,6.78,,502.7,,26.599314885588683
Station 11,17.3514,337.21661,2.0,,,,,2.0,,
Station 11,17.3514,337.21661,5.0,27.1,36.23,,,5.0,,23.598446638965243
Station 11,17.3514,337.21661,17.8,27.11,36.23,0.0,,17.9,,23.59525455904179
Station 11,17.3514,337.21661,29.0,,,,,29.2,,
Station 11,17.3514,337.21661,29.7,27.08,36.200001,0.0,0.586341,29.9,0.023614507336437066,23.582722232877245
Station 11,17.3514,337.21661,29.7,27.08,36.200001,0.01,,29.9,,23.582722232877245
Station 11,17.3514,337.21661,31.5,27.11,36.200001,0.0,,31.7,,23.573065264478487
Station 11,17.3514,337.21661,32.1,27.08,36.27,0.0,,32.3,,23.634546964681135
Station 11,17.3514,337.21661,47.5,22.44,36.849998,0.12,,47.8,,25.481847070708
Station 11,17.3514,337.21661,61.8,20.91,36.720001,1.77,,62.2,,25.81448510462542
Station 11,17.3514,337.21661,61.8,20.91,36.720001,1.82,0.222439,62.2,5.075049289418172,25.81448510462542
Station 11,17.3514,337.21661,63.0,,,,,63.4,,
Station 11,17.3514,337.21661,65.0,21.45,36.740002,0.68,,65.4,,25.679949563241053
Station 11,17.3514,337.21661,65.6,20.25,36.630001,5.89,,66.0,,25.92622737637157
Station 11,17.3514,337.21661,85.0,,,,,85.5,,
Station 11,17.3514,337.21661,85.4,18.34,36.400002,13.46,0.516585,85.9,23.84893096005498,26.250787983499777
Station 11,17.3514,337.21661,85.4,18.34,36.400002,13.61,,85.9,,26.250787983499777
Station 11,17.3514,337.21661,86.7,18.8,36.439999,12.8,,87.2,,26.164004809066
Station 11,17.3514,337.21661,86.9,18.2,36.380001,14.13,,87.4,,26.270901311543412
Station 11,17.3514,337.21661,111.7,17.07,36.27,15.67,,112.4,,26.465778824329846
Station 11,17.3514,337.21661,135.0,,,,,135.9,,
Station 11,17.3514,337.21661,135.8,16.08,36.110001,17.76,0.846341,136.7,17.996235897486102,26.578300017731408
Station 11,17.3514,337.21661,135.8,16.08,36.110001,17.809999,,136.7,,26.578300017731408
Station 11,17.3514,337.21661,136.0,16.13,36.119999,17.65,,136.9,,26.574315029455875
Station 11,17.3514,337.21661,136.6,16.26,36.130001,17.49,,137.5,,26.55164505716698
Station 11,17.3514,337.21661,150.8,15.87,36.07,18.309999,,151.8,,26.596383587276478
Station 11,17.3514,337.21661,179.7,15.04,35.950001,19.549999,,180.9,,26.692479128197192
Station 11,17.3514,337.21661,179.7,15.04,35.950001,19.5,1.069268,180.9,15.2429511778151,26.692479128197192
Station 11,17.3514,337.21661,180.0,,,,,181.2,,
Station 11,17.3514,337.21661,180.3,14.88,35.93,19.719999,,181.5,,26.712606598171988
Station 11,17.3514,337.21661,181.0,15.14,35.970001,19.23,,182.2,,26.68551533712798
Station 11,17.3514,337.21661,199.6,14.7,35.900002,20.07,0.990732,200.9,20.308216214543055,26.72926687037284
Station 11,17.3514,337.21661,199.6,14.7,35.900002,20.08,,200.9,,26.72926687037284
Station 11,17.3514,337.21661,200.3,14.62,35.880001,20.209999,,201.6,,26.73143282823753
Station 11,17.3514,337.21661,249.5,13.44,35.700001,23.15,,251.1,,26.844147058620365
Station 11,17.3514,337.21661,249.7,13.65,35.73,22.440001,,251.3,,26.82357922317715
Station 11,17.3514,337.21661,250.0,,,,,251.7,,
Station 11,17.3514,337.21661,250.3,13.64,35.73,22.639999,1.116585,252.0,21.3758914905717,26.825668764329976
Station 11,17.3514,337.21661,250.3,13.64,35.73,22.709999,,252.0,,26.825668764329976
Station 11,17.3514,337.21661,298.6,12.68,35.580002,25.379999,,300.6,,26.906165357994496
Station 11,17.3514,337.21661,300.7,12.61,35.580002,25.5,,302.7,,26.920091811568227
Station 11,17.3514,337.21661,300.7,12.61,35.580002,25.48,1.066951,302.7,23.85614053503863,26.920091811568227
Station 11,17.3514,337.21661,347.7,11.98,35.5,26.549999,,350.1,,26.98159265204299
Station 11,17.3514,337.21661,351.3,11.85,35.48,26.82,1.135122,353.7,18.184242104960234,26.991051590386178
Station 11,17.3514,337.21661,351.3,11.85,35.48,26.870001,,353.7,,26.991051590386178
Station 11,17.3514,337.21661,446.9,10.59,35.310001,29.549999,,450.1,,27.092180997149853
Station 11,17.3514,337.21661,447.5,10.5,35.310001,29.379999,,450.7,,27.10815794764312
Station 11,17.3514,337.21661,449.9,10.4,35.290001,29.83,1.053171,453.1,28.966093587840906,27.110289796888082
Station 11,17.3514,337.21661,449.9,10.4,35.290001,29.860001,,453.1,,27.110289796888082
Station 11,17.3514,337.21661,450.0,,,,,453.2,,
Station 9,17.3525,341.74689,2.0,,,,,2.0,,
Station 9,17.3525,341.74689,5.0,27.97,35.810001,,,5.0,,23.005270041186805
Station 9,17.3525,341.74689,13.3,27.98,35.799999,0.02,,13.4,,22.994630807768203
Station 9,17.3525,341.74689,22.4,27.88,35.77,0.0,,22.5,,23.00523633517173
Station 9,17.3525,341.74689,26.0,,,,,26.2,,
Station 9,17.3525,341.74689,28.0,,,,,28.2,,
Station 9,17.3525,341.74689,28.0,,,,,28.2,,
Station 9,17.3525,341.74689,28.0,,,,,28.2,,
Station 9,17.3525,341.74689,28.0,,,,,28.2,,
Station 9,17.3525,341.74689,28.0,,,,,28.2,,
Station 9,17.3525,341.74689,28.0,,,,,28.2,,
Station 9,17.3525,341.74689,28.0,,,,,28.2,,
Station 9,17.3525,341.74689,28.0,,,,,28.2,,
Station 9,17.3525,341.74689,28.0,,,,,28.2,,
Station 9,17.3525,341.74689,28.0,,,,,28.2,,
Station 9,17.3525,341.74689,28.0,27.62,35.790001,0.0,1.004878,28.2,0.013778940175975437,23.104806879413218
Station 9,17.3525,341.74689,28.0,27.62,35.790001,0.0,0.75,28.2,0.01846153846153846,23.104806879413218
Station 9,17.3525,341.74689,28.0,,,,,28.2,,
Station 9,17.3525,341.74689,28.0,,,,,28.2,,
Station 9,17.3525,341.74689,28.0,,,,,28.2,,
Station 9,17.3525,341.74689,28.0,,,,,28.2,,
Station 9,17.3525,341.74689,28.0,,,,,28.2,,
Station 9,17.3525,341.74689,28.0,,,,,28.2,,
Station 9,17.3525,341.74689,28.0,,,,,28.2,,
Station 9,17.3525,341.74689,28.0,,,,,28.2,,
Station 9,17.3525,341.74689,28.0,,,,,28.2,,
Station 9,17.3525,341.74689,28.0,,,,,28.2,,
Station 9,17.3525,341.74689,28.0,,,,,28.2,,
Station 9,17.3525,341.74689,28.0,,,,,28.2,,
Station 9,17.3525,341.74689,28.0,,,,,28.2,,
Station 9,17.3525,341.74689,28.0,,,,,28.2,,
Station 9,17.3525,341.74689,28.0,,,,,28.2,,
Station 9,17.3525,341.74689,28.9,27.97,35.799999,0.03,,29.1,,22.997911512328074
Station 9,17.3525,341.74689,29.2,28.03,35.810001,0.0,,29.4,,22.98561459740972
Station 9,17.3525,341.74689,30.2,27.83,35.73,0.0,,30.4,,22.992022973242683
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,19.88,36.029999,5.55,0.24,49.3,32.968750347222226,25.572616184167373
Station 9,17.3525,341.74689,49.0,19.88,36.029999,5.47,0.243902,49.3,32.44130873602239,25.572616184167373
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,49.0,,,,,49.3,,
Station 9,17.3525,341.74689,52.0,,,,,52.3,,
Station 9,17.3525,341.74689,52.1,18.97,36.09,15.12,,52.4,,25.855516879802735
Station 9,17.3525,341.74689,52.5,20.4,36.18,7.23,,52.8,,25.54684491368107
Station 9,17.3525,341.74689,54.6,19.45,36.029999,10.58,,54.9,,25.685765479959855
Station 9,17.3525,341.74689,55.6,19.4,36.049999,7.01,,55.9,,25.713935119373218
Station 9,17.3525,341.74689,85.0,,,,,85.5,,
Station 9,17.3525,341.74689,87.4,15.63,35.720001,24.549999,,87.9,,26.38393104059628
Station 9,17.3525,341.74689,88.5,15.75,35.740002,22.540001,,89.0,,26.371897901398142
Station 9,17.3525,341.74689,89.0,15.62,35.740002,23.290001,1.464878,89.6,7.443896324472072,26.401492000286453
Station 9,17.3525,341.74689,89.0,15.62,35.740002,23.280001,1.31,89.6,8.323969435114503,26.401492000286453
Station 9,17.3525,341.74689,91.2,15.52,35.790001,24.379999,,91.8,,26.462370106750313
Station 9,17.3525,341.74689,106.4,14.77,35.68,24.780001,,107.1,,26.545328829928394
Station 9,17.3525,341.74689,109.4,14.99,35.709999,23.549999,1.341463,110.1,12.20948429332112,26.519874737016153
Station 9,17.3525,341.74689,109.4,14.99,35.709999,23.5,1.22,110.1,13.42505854800937,26.519874737016153
Station 9,17.3525,341.74689,112.3,14.92,35.66,24.85,,113.0,,26.4970761287434
Station 9,17.3525,341.74689,135.0,,,,,135.9,,
Station 9,17.3525,341.74689,135.2,14.06,35.57,24.389999,1.25,136.1,12.184761828571428,26.61426523127716
Station 9,17.3525,341.74689,135.2,14.06,35.57,24.43,1.570732,136.1,9.696722474435031,26.61426523127716
Station 9,17.3525,341.74689,136.6,14.4,35.610001,25.030001,,137.5,,26.572232334759974
Station 9,17.3525,341.74689,137.7,14.11,35.580002,23.57,,138.6,,26.611325801815156
Station 9,17.3525,341.74689,150.3,13.71,35.529999,25.92,,151.3,,26.657305175646343
Station 9,17.3525,341.74689,161.0,13.73,35.529999,25.879999,,162.0,,26.65315927986694
Station 9,17.3525,341.74689,184.8,13.3,35.5,25.870001,1.46,186.0,11.163561589041095,26.71916991886451
Station 9,17.3525,341.74689,184.8,13.3,35.5,25.91,1.560976,186.0,10.441416088395977,26.71916991886451
Station 9,17.3525,341.74689,185.0,,,,,186.2,,
Station 9,17.3525,341.74689,185.9,13.3,35.490002,26.469999,,187.1,,26.711480270827906
Station 9,17.3525,341.74689,186.3,13.42,35.5,26.51,,187.5,,26.694513481580998
Station 9,17.3525,341.74689,187.3,13.39,35.509998,25.059999,,188.5,,26.708383057673927
Station 9,17.3525,341.74689,220.8,12.9,35.470001,26.73,1.673171,222.2,15.98163009040917,26.777346893773256
Station 9,17.3525,341.74689,220.8,12.9,35.470001,26.75,1.56,222.2,17.141025641025642,26.777346893773256
Station 9,17.3525,341.74689,235.0,,,,,236.5,,
Station 9,17.3525,341.74689,235.7,12.65,35.439999,28.08,,237.2,,26.804209277995596
Station 9,17.3525,341.74689,236.3,12.82,35.490002,26.32,,237.9,,26.808844531589102
Station 9,17.3525,341.74689,249.3,12.66,35.48,28.4,,250.9,,26.833090243426795
Station 9,17.3525,341.74689,285.2,12.24,35.419998,28.91,1.62,287.1,10.15758888888889,26.869489336185325
Station 9,17.3525,341.74689,285.2,12.24,35.419998,28.879999,1.760976,287.1,9.344416959685994,26.869489336185325
Station 9,17.3525,341.74689,348.4,11.46,35.349998,31.67,,350.8,,26.964285189241537
Station 9,17.3525,341.74689,361.1,11.33,35.330002,31.549999,1.547427,363.6,18.865187340016682,26.97303574516559
Station 9,17.3525,341.74689,361.1,11.33,35.330002,31.530001,1.4,363.6,20.851785892857144,26.97303574516559
Station 9,17.3525,341.74689,388.6,11.03,35.310001,32.23,,391.3,,27.012793955343568
Station 9,17.3525,341.74689,389.3,11.02,35.299999,31.5,,392.0,,27.00686754196545
Station 9,17.3525,341.74689,389.4,11.02,35.299999,31.57,,392.1,,27.006867861621913
Station 9,17.3525,341.74689,390.0,,,,,392.7,,
Station 9,17.3525,341.74689,457.0,10.42,35.240002,33.209999,,460.3,,27.068090354441438
Station 10,17.3538,339.17889,2.0,,,,,2.0,,
Station 10,17.3538,339.17889,5.0,27.35,36.220001,,,5.0,,23.51031332604316
Station 10,17.3538,339.17889,17.1,27.34,36.220001,0.0,,17.2,,23.513584032166364
Station 10,17.3538,339.17889,27.2,26.16,36.279999,0.04,,27.4,,23.93519544533558
Station 10,17.3538,339.17889,30.0,,,,,30.2,,
Station 10,17.3538,339.17889,31.5,27.37,36.25,0.0,,31.7,,23.52607151005543
Station 10,17.3538,339.17889,31.5,27.37,36.25,0.01,0.473171,31.7,0.029262473495108205,23.52607151005543
Station 10,17.3538,339.17889,31.9,25.77,36.330002,0.09,,32.1,,24.0947230807069
Station 10,17.3538,339.17889,50.0,,,,,50.3,,
Station 10,17.3538,339.17889,50.6,18.01,35.860001,16.26,0.384756,50.9,20.89264754805643,25.9239261956493
Station 10,17.3538,339.17889,50.6,18.01,35.860001,16.030001,,50.9,,25.9239261956493
Station 10,17.3538,339.17889,51.8,18.51,35.98,13.64,,52.1,,25.889502892180417
Station 10,17.3538,339.17889,51.8,17.94,35.830002,15.5,,52.1,,25.918550398124125
Station 10,17.3538,339.17889,76.6,16.71,35.830002,22.379999,,77.1,,26.21695491108926
Station 10,17.3538,339.17889,84.6,15.14,35.66,24.719999,,85.1,,26.448019730602027
Station 10,17.3538,339.17889,84.6,15.14,35.66,24.639999,1.309756,85.1,10.512959486122515,26.448019730602027
Station 10,17.3538,339.17889,86.6,15.23,35.669998,24.68,,87.1,,26.435622161565107
Station 10,17.3538,339.17889,100.0,,,,,100.6,,
Station 10,17.3538,339.17889,100.7,14.42,35.57,25.09,,101.3,,26.536933233897344
Station 10,17.3538,339.17889,100.7,14.42,35.57,25.139999,1.38878,101.3,9.082612031783293,26.536933233897344
Station 10,17.3538,339.17889,101.0,14.51,35.580002,25.02,,101.6,,26.525158037624124
Station 10,17.3538,339.17889,101.3,15.02,35.650002,24.620001,,101.9,,26.46712432047002
Station 10,17.3538,339.17889,121.4,14.26,35.560001,24.99,,122.2,,26.56376106220887
Station 10,17.3538,339.17889,140.0,,,,,140.9,,
Station 10,17.3538,339.17889,140.6,13.67,35.540001,24.559999,,141.5,,26.673181994229253
Station 10,17.3538,339.17889,140.6,13.67,35.540001,24.48,1.411707,141.5,10.71413353078778,26.673181994229253
Station 10,17.3538,339.17889,140.7,13.87,35.580002,24.379999,,141.6,,26.6620089527853
Station 10,17.3538,339.17889,140.9,14.36,35.68,23.530001,,141.8,,26.634420125750694
Station 10,17.3538,339.17889,185.0,,,,,186.2,,
