Station,Latitude,Longitude,Depth,Temperature,Salinity,Nitrate,Iron,Pressure,Ratio,Density
BD05,40.8337,150.00101,150,1.457,33.317001,28.497561,0.499024,151.2,44.69211781397287,26.668324700252015
BD05,40.8337,150.00101,198,,,,0.648683,199.6,39.928305505154285,
BD05,40.8337,150.00101,199,1.737,33.433998,31.590244,,200.6,,26.743401108509488
BD05,40.8337,150.00101,396,3.229,33.924,39.72683,,399.5,,27.01553276932964
BD05,40.8337,150.00101,396,,,,1.277561,399.5,29.67086628348862,
BD06,44.0027,155.0,0,17.8,,6.341464,,0.0,,
BD06,44.0027,155.0,9,,,,0.116098,9.1,34.58810315423176,
BD06,44.0027,155.0,11,15.747,32.450001,6.585366,,11.1,,23.86163636915603
BD06,44.0027,155.0,22,,,,0.084683,22.2,77.21767503513104,
BD06,44.0027,155.0,22,8.653,32.804001,11.648781,,22.2,,25.460152475825453
BD06,44.0027,155.0,24,8.315,32.821999,12.204878,,24.2,,25.52482436546825
BD06,44.0027,155.0,24,,,,0.095902,24.2,68.18444219098664,
BD06,44.0027,155.0,49,3.682,32.965,17.609756,,49.4,,26.204089551986044
BD06,44.0027,155.0,49,,,,0.073463,49.4,141.24534410908504,
BD06,44.0027,155.0,99,1.146,33.118,25.131706,,99.8,,26.529713068268393
BD06,44.0027,155.0,99,,,,0.221561,99.8,70.39849465835593,
BD06,44.0027,155.0,198,,,,0.746537,199.7,34.69461393072279,
BD06,44.0027,155.0,198,3.039,33.733002,39.07317,,199.7,,26.879073715274217
BD06,44.0027,155.0,298,3.363,33.948002,41.687805,,300.6,,27.022225812210763
BD06,44.0027,155.0,395,,,,1.022829,398.6,37.060292189603544,
BD06,44.0027,155.0,395,3.349,34.077,41.52195,,398.6,,27.12801886975126
BD15,50.8335,199.83,0,11.8,,7.053658,,0.0,,
BD15,50.8335,199.83,5,10.451,32.425999,7.02439,,5.0,,24.878363602293348
BD15,50.8335,199.83,10,,,,0.107317,10.1,37.418205876049456,
BD15,50.8335,199.83,10,,,,,10.1,,
BD15,50.8335,199.83,10,10.439,32.458,7.043902,,10.1,,24.905297259777853
BD15,50.8335,199.83,14,10.479,32.443001,7.082927,,14.1,,24.88690203700571
BD15,50.8335,199.83,15,,,,0.062,15.1,36.71125,
BD15,50.8335,199.83,25,,,,0.109,25.2,53.42482772680938,
BD15,50.8335,199.83,25,10.339,32.487999,7.043902,,25.2,,24.94556148105221
BD15,50.8335,199.83,49,,,,0.109,49.4,95.19547444298821,
BD15,50.8335,199.83,50,5.006,32.694,12.556098,,50.4,,25.853082107909586
BD15,50.8335,199.83,98,,,,0.374,98.9,41.70470822192513,
BD15,50.8335,199.83,99,3.565,33.346001,31.795122,,99.9,,26.519501838718725
BD15,50.8335,199.83,99,,,,,99.9,,
BD15,50.8335,199.83,148,3.715,33.755001,38.946342,,149.3,,26.83325723453754
BD15,50.8335,199.83,149,,,,0.742,150.4,30.05719595687331,
BD15,50.8335,199.83,197,,,,0.801,198.8,32.33559675405742,
BD15,50.8335,199.83,197,3.797,33.884998,41.590244,,198.8,,26.93014417897075
BD15,50.8335,199.83,298,3.758,34.021999,42.185368,,300.8,,27.04454440340828
BD15,50.8335,199.83,395,,,,,398.8,,
BD15,50.8335,199.83,395,,,,0.943,398.8,40.19760509013786,
BD15,50.8335,199.83,396,3.684,34.115002,42.156097,,399.8,,27.127356341217364
BD16,50.3948,204.004,0,11.2,,11.160976,,0.0,,
BD16,50.3948,204.004,9,11.312,32.379002,11.229268,,9.1,,24.69279859838366
BD16,50.3948,204.004,10,,,,0.071049,10.1,56.51887570549901,
BD16,50.3948,204.004,25,,,,0.070951,25.2,82.07504083412809,
BD16,50.3948,204.004,25,11.24,32.376999,11.160976,,25.2,,24.704037559781455
BD16,50.3948,204.004,37,,,,0.072524,37.3,130.44181696174138,
BD16,50.3948,204.004,37,6.7,32.57,13.443902,,37.3,,25.551760639452823
BD16,50.3948,204.004,49,,,,0.069146,49.4,150.0637305742301,
BD16,50.3948,204.004,50,4.794,32.665001,15.756098,,50.4,,25.853084217648075
BD16,50.3948,204.004,100,3.487,32.750999,20.409756,,100.9,,26.053174413350007
BD16,50.3948,204.004,100,,,,0.108232,100.9,144.1122854146648,
BD16,50.3948,204.004,148,3.407,33.612999,35.765854,0.456744,149.3,48.829189655474394,26.749477778566416
BD16,50.3948,204.004,198,3.641,33.799,40.058537,,199.8,,26.87692971293359
BD16,50.3948,204.004,198,,,,0.592488,199.8,43.715337694603086,
BD16,50.3948,204.004,297,3.715,33.964001,41.834148,,299.8,,27.00243637348376
BD16,50.3948,204.004,396,3.662,34.074001,41.082928,,399.8,,27.096842207257623
BD16,50.3948,204.004,396,,,,0.719939,399.8,52.6521574744527,
